id,post_id,ticker_id,sentiment,analyzed_at
14973,32847,5608,0,2026-05-05 01:52:31.996677+00:00
14974,32848,3710,0,2026-05-05 01:52:31.996677+00:00
14975,32849,5595,0,2026-05-05 01:52:31.996677+00:00
14976,32852,5608,1,2026-05-05 01:52:31.996677+00:00
14977,32858,5717,1,2026-05-05 01:52:31.996677+00:00
14978,32861,5718,0,2026-05-05 01:52:31.996677+00:00
14979,32863,5608,0,2026-05-05 01:52:31.996677+00:00
14980,32864,3710,0,2026-05-05 01:52:31.996677+00:00
14981,32864,3367,0,2026-05-05 01:52:31.996677+00:00
14982,32865,5607,1,2026-05-05 01:52:31.996677+00:00
14983,32866,5591,1,2026-05-05 01:52:31.996677+00:00
14984,32870,5719,0,2026-05-05 01:52:31.996677+00:00
14985,32875,5594,0,2026-05-05 01:52:31.996677+00:00
14986,32876,5593,0,2026-05-05 01:52:31.996677+00:00
14987,32881,3367,0,2026-05-05 01:52:31.996677+00:00
14988,32883,3710,-1,2026-05-05 01:52:31.996677+00:00
14989,32888,5717,0,2026-05-05 01:52:31.996677+00:00
14990,32890,3710,0,2026-05-05 01:52:31.996677+00:00
14991,32891,5593,-1,2026-05-05 01:52:31.996677+00:00
14992,32893,3710,0,2026-05-05 01:52:31.996677+00:00
14993,32894,5717,0,2026-05-05 01:52:31.996677+00:00
14994,32895,3710,0,2026-05-05 01:52:31.996677+00:00
14995,32895,3367,0,2026-05-05 01:52:31.996677+00:00
14996,32896,5595,0,2026-05-05 01:52:31.996677+00:00
14997,32896,5593,0,2026-05-05 01:52:31.996677+00:00
14998,32899,5593,1,2026-05-05 01:52:31.996677+00:00
14999,32903,3710,0,2026-05-05 01:52:31.996677+00:00
15000,32903,3367,0,2026-05-05 01:52:31.996677+00:00
15001,32904,5591,0,2026-05-05 01:52:31.996677+00:00
15002,32905,5717,0,2026-05-05 01:52:31.996677+00:00
15003,32906,5717,0,2026-05-05 01:52:31.996677+00:00
15004,32913,3209,0,2026-05-05 01:52:31.996677+00:00
15005,32915,5593,0,2026-05-05 01:52:31.996677+00:00
15006,32920,5593,0,2026-05-05 01:52:31.996677+00:00
15007,32923,5593,1,2026-05-05 01:52:31.996677+00:00
15008,32930,3550,0,2026-05-05 01:52:31.996677+00:00
15009,32931,5592,0,2026-05-05 01:52:31.996677+00:00
15010,32934,5593,1,2026-05-05 01:52:31.996677+00:00
15011,32939,5719,0,2026-05-05 01:52:31.996677+00:00
15012,32939,5591,0,2026-05-05 01:52:31.996677+00:00
15013,32942,5593,1,2026-05-05 01:52:31.996677+00:00
15014,32945,5717,0,2026-05-05 01:52:31.996677+00:00
15015,32947,5595,-1,2026-05-05 01:52:31.996677+00:00
15016,32948,5608,0,2026-05-05 01:52:31.996677+00:00
15017,32951,3710,0,2026-05-05 01:52:31.996677+00:00
15018,32955,3710,0,2026-05-05 01:52:31.996677+00:00
15019,32961,3710,0,2026-05-05 01:52:31.996677+00:00
15020,32963,3710,-1,2026-05-05 01:52:31.996677+00:00
15021,32966,5593,1,2026-05-05 01:52:31.996677+00:00
15022,32969,5715,0,2026-05-05 01:52:31.996677+00:00
15023,32970,3669,0,2026-05-05 01:52:31.996677+00:00
15024,32971,3209,0,2026-05-05 01:52:31.996677+00:00
15025,32975,5608,1,2026-05-05 01:52:31.996677+00:00
15026,32982,5715,0,2026-05-05 01:52:31.996677+00:00
15027,32988,3710,0,2026-05-05 01:52:31.996677+00:00
15028,32988,3367,0,2026-05-05 01:52:31.996677+00:00
15029,32996,3550,0,2026-05-05 01:52:31.996677+00:00
15030,32997,3367,0,2026-05-05 01:52:31.996677+00:00
15031,33001,3710,0,2026-05-05 01:52:31.996677+00:00
15032,33001,3367,0,2026-05-05 01:52:31.996677+00:00
15033,33002,3710,1,2026-05-05 01:52:31.996677+00:00
15034,33004,5593,0,2026-05-05 01:52:31.996677+00:00
15035,33005,3367,0,2026-05-05 01:52:31.996677+00:00
15036,33006,5595,0,2026-05-05 01:52:31.996677+00:00
15037,33012,3710,0,2026-05-05 01:52:31.996677+00:00
15038,33013,3710,0,2026-05-05 01:52:31.996677+00:00
15039,33013,5608,0,2026-05-05 01:52:31.996677+00:00
15040,33014,3710,-1,2026-05-05 01:52:31.996677+00:00
15041,33017,3710,0,2026-05-05 01:52:31.996677+00:00
15042,33018,3367,0,2026-05-05 01:52:31.996677+00:00
15043,33021,3209,1,2026-05-05 01:52:31.996677+00:00
15044,33022,3710,0,2026-05-05 01:52:31.996677+00:00
15045,33026,5717,0,2026-05-05 01:52:31.996677+00:00
15046,33027,5608,0,2026-05-05 01:52:31.996677+00:00
15047,33031,3710,-1,2026-05-05 01:52:31.996677+00:00
15048,33033,3710,0,2026-05-05 01:52:31.996677+00:00
15049,33043,3710,1,2026-05-05 01:52:31.996677+00:00
15050,33043,3367,1,2026-05-05 01:52:31.996677+00:00
15051,33046,5717,1,2026-05-05 01:52:31.996677+00:00
15052,33049,3367,1,2026-05-05 01:52:31.996677+00:00
15053,33053,5715,0,2026-05-05 01:52:31.996677+00:00
15054,33054,5717,-1,2026-05-05 01:52:31.996677+00:00
15055,33058,5717,0,2026-05-05 01:52:31.996677+00:00
15056,33058,3710,0,2026-05-05 01:52:31.996677+00:00
15057,33059,3367,1,2026-05-05 01:52:31.996677+00:00
15058,33059,3710,1,2026-05-05 01:52:31.996677+00:00
15059,33061,5715,0,2026-05-05 01:52:31.996677+00:00
15060,33069,3710,1,2026-05-05 01:52:31.996677+00:00
15061,33069,3367,1,2026-05-05 01:52:31.996677+00:00
15062,33070,3710,0,2026-05-05 01:52:31.996677+00:00
15063,33070,5717,0,2026-05-05 01:52:31.996677+00:00
15064,33072,3710,0,2026-05-05 01:52:31.996677+00:00
15065,33074,5593,1,2026-05-05 01:52:31.996677+00:00
15066,33076,3209,0,2026-05-05 01:52:31.996677+00:00
15067,33077,3710,-1,2026-05-05 01:52:31.996677+00:00
15068,33077,3367,-1,2026-05-05 01:52:31.996677+00:00
15069,33078,3016,0,2026-05-05 01:52:31.996677+00:00
15070,33079,5717,1,2026-05-05 01:52:31.996677+00:00
15071,33085,5717,0,2026-05-05 01:52:31.996677+00:00
15072,33088,3710,0,2026-05-05 01:52:31.996677+00:00
15073,33091,5592,1,2026-05-05 01:52:31.996677+00:00
15074,33094,5597,0,2026-05-05 01:52:31.996677+00:00
15075,33097,5593,0,2026-05-05 01:52:31.996677+00:00
15076,33099,5593,1,2026-05-05 01:52:31.996677+00:00
15077,33100,5592,0,2026-05-05 01:52:31.996677+00:00
15078,33106,5594,1,2026-05-05 01:52:31.996677+00:00
15079,33111,5608,0,2026-05-05 01:52:31.996677+00:00
15080,33112,5717,0,2026-05-05 01:52:31.996677+00:00
15081,33114,5717,0,2026-05-05 01:52:31.996677+00:00
15082,33117,5608,0,2026-05-05 01:52:31.996677+00:00
15083,33122,5719,1,2026-05-05 01:52:31.996677+00:00
15084,33123,5604,0,2026-05-05 01:52:31.996677+00:00
15085,33124,3710,0,2026-05-05 01:52:31.996677+00:00
15086,33125,3669,0,2026-05-05 01:52:31.996677+00:00
15087,33128,3710,1,2026-05-05 01:52:31.996677+00:00
15088,33128,5607,1,2026-05-05 01:52:31.996677+00:00
15089,33131,5717,1,2026-05-05 01:52:31.996677+00:00
15090,33132,3367,0,2026-05-05 01:52:31.996677+00:00
15091,33135,3669,1,2026-05-05 01:52:31.996677+00:00
15092,33136,3710,0,2026-05-05 01:52:31.996677+00:00
15093,33137,3710,1,2026-05-05 01:52:31.996677+00:00
15094,33138,3367,0,2026-05-05 01:52:31.996677+00:00
15095,33139,3710,1,2026-05-05 01:52:31.996677+00:00
15096,33140,3367,0,2026-05-05 01:52:31.996677+00:00
15097,33142,5607,1,2026-05-05 01:52:31.996677+00:00
15098,33144,3710,1,2026-05-05 01:52:31.996677+00:00
15099,33145,5717,1,2026-05-05 01:52:31.996677+00:00
15100,33151,3710,0,2026-05-05 01:52:31.996677+00:00
15101,33154,3367,-1,2026-05-05 01:52:31.996677+00:00
15102,33157,3710,1,2026-05-05 01:52:31.996677+00:00
15103,33159,3719,0,2026-05-05 01:52:31.996677+00:00
15104,33160,3710,0,2026-05-05 01:52:31.996677+00:00
15105,33163,5592,0,2026-05-05 01:52:31.996677+00:00
15106,33163,5597,0,2026-05-05 01:52:31.996677+00:00
15107,33165,3608,0,2026-05-05 01:52:31.996677+00:00
15108,33166,3367,-1,2026-05-05 01:52:31.996677+00:00
15109,33166,3710,-1,2026-05-05 01:52:31.996677+00:00
15110,33167,3016,0,2026-05-05 01:52:31.996677+00:00
15111,33172,3710,-1,2026-05-05 01:52:31.996677+00:00
15112,33174,3710,0,2026-05-05 01:52:31.996677+00:00
15113,33190,3710,1,2026-05-05 01:52:31.996677+00:00
15114,33192,3710,-1,2026-05-05 01:52:31.996677+00:00
15115,33195,3710,1,2026-05-05 01:52:31.996677+00:00
15116,33199,3710,0,2026-05-05 01:52:31.996677+00:00
15117,33202,3710,-1,2026-05-05 01:52:31.996677+00:00
15118,33203,3710,1,2026-05-05 01:52:31.996677+00:00
15119,33204,3710,1,2026-05-05 01:52:31.996677+00:00
15120,33206,3710,0,2026-05-05 01:52:31.996677+00:00
15121,33207,3710,1,2026-05-05 01:52:31.996677+00:00
15122,33207,3367,1,2026-05-05 01:52:31.996677+00:00
15123,33208,3710,0,2026-05-05 01:52:31.996677+00:00
15124,33209,3710,0,2026-05-05 01:52:31.996677+00:00
15125,33211,3710,0,2026-05-05 01:52:31.996677+00:00
15126,33212,5717,0,2026-05-05 01:52:31.996677+00:00
15127,33217,5713,0,2026-05-05 01:52:31.996677+00:00
15128,33217,5714,0,2026-05-05 01:52:31.996677+00:00
15129,33219,3719,0,2026-05-05 01:52:31.996677+00:00
15130,33223,5715,0,2026-05-05 01:52:31.996677+00:00
15131,33226,5717,1,2026-05-05 01:52:31.996677+00:00
15132,33230,5717,1,2026-05-05 01:52:31.996677+00:00
15133,33232,3710,0,2026-05-05 01:52:31.996677+00:00
15134,33235,5717,0,2026-05-05 01:52:31.996677+00:00
15135,33239,3367,0,2026-05-05 01:52:31.996677+00:00
15136,33240,5717,-1,2026-05-05 01:52:31.996677+00:00
15137,33244,3367,0,2026-05-05 01:52:31.996677+00:00
15138,33245,3367,1,2026-05-05 01:52:31.996677+00:00
15139,33247,3710,-1,2026-05-05 01:52:31.996677+00:00
15140,33247,3367,-1,2026-05-05 01:52:31.996677+00:00
15141,33252,3367,0,2026-05-05 01:52:31.996677+00:00
15142,33252,3710,0,2026-05-05 01:52:31.996677+00:00
15143,33253,5717,-1,2026-05-05 01:52:31.996677+00:00
15144,33254,3367,0,2026-05-05 01:52:31.996677+00:00
15145,33254,3710,0,2026-05-05 01:52:31.996677+00:00
15146,33259,3710,0,2026-05-05 01:52:31.996677+00:00
15147,33262,3710,0,2026-05-05 01:52:31.996677+00:00
15148,33263,3710,0,2026-05-05 01:52:31.996677+00:00
15149,33268,3710,0,2026-05-05 01:52:31.996677+00:00
15150,33268,3367,0,2026-05-05 01:52:31.996677+00:00
15151,33270,5717,0,2026-05-05 01:52:31.996677+00:00
15152,33271,3710,0,2026-05-05 01:52:31.996677+00:00
15153,33271,3367,0,2026-05-05 01:52:31.996677+00:00
15154,33272,5607,0,2026-05-05 01:52:31.996677+00:00
15155,33274,3710,0,2026-05-05 01:52:31.996677+00:00
15156,33276,5717,0,2026-05-05 01:52:31.996677+00:00
15157,33286,3710,0,2026-05-05 01:52:31.996677+00:00
15158,33287,5717,-1,2026-05-05 01:52:31.996677+00:00
15159,33290,3710,-1,2026-05-05 01:52:31.996677+00:00
15160,33293,5717,0,2026-05-05 01:52:31.996677+00:00
15161,33314,5717,-1,2026-05-05 01:52:31.996677+00:00
15162,33318,5717,0,2026-05-05 01:52:31.996677+00:00
15163,33318,3710,0,2026-05-05 01:52:31.996677+00:00
15164,33320,5717,0,2026-05-05 01:52:31.996677+00:00
15165,33322,3710,0,2026-05-05 01:52:31.996677+00:00
15166,33324,5717,0,2026-05-05 01:52:31.996677+00:00
15167,33326,5646,0,2026-05-05 01:52:31.996677+00:00
15168,33327,3710,0,2026-05-05 01:52:31.996677+00:00
15169,33331,3710,-1,2026-05-05 01:52:31.996677+00:00
15170,33336,3710,0,2026-05-05 01:52:31.996677+00:00
15171,33338,5717,0,2026-05-05 01:52:31.996677+00:00
15172,33342,3719,0,2026-05-05 01:52:31.996677+00:00
15173,33342,3710,0,2026-05-05 01:52:31.996677+00:00
15174,33344,3710,0,2026-05-05 01:52:31.996677+00:00
15175,33357,3710,0,2026-05-05 01:52:31.996677+00:00
15176,33359,3367,0,2026-05-05 01:52:31.996677+00:00
15177,33361,3710,0,2026-05-05 01:52:31.996677+00:00
15178,33361,3367,0,2026-05-05 01:52:31.996677+00:00
15179,33362,3710,0,2026-05-05 01:52:31.996677+00:00
15180,33367,3710,0,2026-05-05 01:52:31.996677+00:00
15181,33369,3710,-1,2026-05-05 01:52:31.996677+00:00
15182,33372,5717,0,2026-05-05 01:52:31.996677+00:00
15183,33374,3710,0,2026-05-05 01:52:31.996677+00:00
15184,33376,5717,0,2026-05-05 01:52:31.996677+00:00
15185,33377,3710,0,2026-05-05 01:52:31.996677+00:00
15186,33377,3367,0,2026-05-05 01:52:31.996677+00:00
15187,33378,3710,0,2026-05-05 01:52:31.996677+00:00
15188,33378,3367,0,2026-05-05 01:52:31.996677+00:00
15189,33379,5596,0,2026-05-05 01:52:31.996677+00:00
15190,33380,3710,0,2026-05-05 01:52:31.996677+00:00
15191,33380,3367,0,2026-05-05 01:52:31.996677+00:00
15192,33381,3710,-1,2026-05-05 01:52:31.996677+00:00
15193,33383,3608,0,2026-05-05 01:52:31.996677+00:00
15194,33385,3367,0,2026-05-05 01:52:31.996677+00:00
15195,33387,3710,0,2026-05-05 01:52:31.996677+00:00
15196,33390,3608,-1,2026-05-05 01:52:31.996677+00:00
15197,33391,3209,0,2026-05-05 01:52:31.996677+00:00
15198,33396,5715,0,2026-05-05 01:52:31.996677+00:00
15199,33402,3367,1,2026-05-05 01:52:31.996677+00:00
15200,33402,3710,1,2026-05-05 01:52:31.996677+00:00
15201,33403,3719,0,2026-05-05 01:52:31.996677+00:00
15202,33403,5596,0,2026-05-05 01:52:31.996677+00:00
15203,33405,3710,0,2026-05-05 01:52:31.996677+00:00
15204,33406,3710,0,2026-05-05 01:52:31.996677+00:00
15205,33417,5608,1,2026-05-05 01:52:31.996677+00:00
15206,33420,3719,-1,2026-05-05 01:52:31.996677+00:00
15207,33420,3710,-1,2026-05-05 01:52:31.996677+00:00
15208,33421,3367,0,2026-05-05 01:52:31.996677+00:00
15209,33421,3710,0,2026-05-05 01:52:31.996677+00:00
15210,33423,3710,-1,2026-05-05 01:52:31.996677+00:00
15211,33425,3367,0,2026-05-05 01:52:31.996677+00:00
15212,33425,3710,0,2026-05-05 01:52:31.996677+00:00
15213,33426,3367,0,2026-05-05 01:52:31.996677+00:00
15214,33426,3710,0,2026-05-05 01:52:31.996677+00:00
15215,33430,5715,-1,2026-05-05 01:52:31.996677+00:00
15216,33432,3710,-1,2026-05-05 01:52:31.996677+00:00
15217,33433,3550,0,2026-05-05 01:52:31.996677+00:00
15218,33435,3710,1,2026-05-05 01:52:31.996677+00:00
15219,33435,3367,1,2026-05-05 01:52:31.996677+00:00
15220,33440,3710,0,2026-05-05 01:52:31.996677+00:00
15221,33441,5715,0,2026-05-05 01:52:31.996677+00:00
15222,33442,3550,0,2026-05-05 01:52:31.996677+00:00
15223,33443,3367,1,2026-05-05 01:52:31.996677+00:00
15224,33444,3710,-1,2026-05-05 01:52:31.996677+00:00
15225,33445,3710,1,2026-05-05 01:52:31.996677+00:00
15226,33446,3710,0,2026-05-05 01:52:31.996677+00:00
15227,33447,3608,0,2026-05-05 01:52:31.996677+00:00
15228,33448,3710,0,2026-05-05 01:52:31.996677+00:00
15229,33450,3316,1,2026-05-05 01:52:31.996677+00:00
15230,33451,5715,0,2026-05-05 01:52:31.996677+00:00
15231,33452,5595,1,2026-05-05 01:52:31.996677+00:00
15232,33458,5717,0,2026-05-05 01:52:31.996677+00:00
15233,33458,5597,0,2026-05-05 01:52:31.996677+00:00
15234,33460,5715,0,2026-05-05 01:52:31.996677+00:00
15235,33461,5607,1,2026-05-05 01:52:31.996677+00:00
15236,33461,5719,1,2026-05-05 01:52:31.996677+00:00
15237,33464,3367,0,2026-05-05 01:52:31.996677+00:00
15238,33465,5717,0,2026-05-05 01:52:31.996677+00:00
15239,33473,5595,0,2026-05-05 01:52:31.996677+00:00
15240,33474,5607,0,2026-05-05 01:52:31.996677+00:00
15241,33474,5719,0,2026-05-05 01:52:31.996677+00:00
15242,33476,3367,0,2026-05-05 01:52:31.996677+00:00
15243,33476,3710,0,2026-05-05 01:52:31.996677+00:00
15244,33477,5607,1,2026-05-05 01:52:31.996677+00:00
15245,33483,5717,0,2026-05-05 01:52:31.996677+00:00
15246,33484,3710,0,2026-05-05 01:52:31.996677+00:00
15247,33485,5715,-1,2026-05-05 01:52:31.996677+00:00
15248,33488,3710,0,2026-05-05 01:52:31.996677+00:00
15249,33492,5646,-1,2026-05-05 01:52:31.996677+00:00
15250,33496,5607,0,2026-05-05 01:52:31.996677+00:00
15251,33500,5719,0,2026-05-05 01:52:31.996677+00:00
15252,33505,3710,0,2026-05-05 01:52:31.996677+00:00
15253,33505,3367,0,2026-05-05 01:52:31.996677+00:00
15254,33506,3710,0,2026-05-05 01:52:31.996677+00:00
15255,33506,3367,0,2026-05-05 01:52:31.996677+00:00
15256,33507,5715,0,2026-05-05 01:52:31.996677+00:00
15257,33509,5715,0,2026-05-05 01:52:31.996677+00:00
15258,33510,5646,0,2026-05-05 01:52:31.996677+00:00
15259,33513,3710,0,2026-05-05 01:52:31.996677+00:00
15260,33513,3367,0,2026-05-05 01:52:31.996677+00:00
15261,33514,3710,0,2026-05-05 01:52:31.996677+00:00
15262,33514,3367,0,2026-05-05 01:52:31.996677+00:00
15263,33515,3710,0,2026-05-05 01:52:31.996677+00:00
15264,33515,3367,0,2026-05-05 01:52:31.996677+00:00
15265,33516,3710,0,2026-05-05 01:52:31.996677+00:00
15266,33516,3367,0,2026-05-05 01:52:31.996677+00:00
15267,33517,3710,0,2026-05-05 01:52:31.996677+00:00
15268,33517,3367,0,2026-05-05 01:52:31.996677+00:00
15269,33519,5715,0,2026-05-05 01:52:31.996677+00:00
15270,33523,5715,0,2026-05-05 01:52:31.996677+00:00
15271,33525,3367,1,2026-05-05 01:52:31.996677+00:00
15272,33526,3367,0,2026-05-05 01:52:31.996677+00:00
15273,33526,3710,0,2026-05-05 01:52:31.996677+00:00
15274,33529,3710,0,2026-05-05 01:52:31.996677+00:00
15275,33530,3367,1,2026-05-05 01:52:31.996677+00:00
15276,33530,3710,1,2026-05-05 01:52:31.996677+00:00
15277,33531,5717,1,2026-05-05 01:52:31.996677+00:00
15278,33532,3710,0,2026-05-05 01:52:31.996677+00:00
15279,33535,3367,1,2026-05-05 01:52:31.996677+00:00
15280,33538,3710,0,2026-05-05 01:52:31.996677+00:00
15281,33538,3367,0,2026-05-05 01:52:31.996677+00:00
15282,33552,3367,1,2026-05-05 01:52:31.996677+00:00
15283,33553,3710,0,2026-05-05 01:52:31.996677+00:00
15284,33557,3367,0,2026-05-05 01:52:31.996677+00:00
15285,33560,3367,0,2026-05-05 01:52:31.996677+00:00
15286,33560,3710,0,2026-05-05 01:52:31.996677+00:00
15287,33565,3367,0,2026-05-05 01:52:31.996677+00:00
15288,33566,5717,0,2026-05-05 01:52:31.996677+00:00
15289,33569,3710,0,2026-05-05 01:52:31.996677+00:00
15290,33569,3367,0,2026-05-05 01:52:31.996677+00:00
15291,33574,3710,-1,2026-05-05 01:52:31.996677+00:00
15292,33574,3367,-1,2026-05-05 01:52:31.996677+00:00
15293,33576,3367,0,2026-05-05 01:52:31.996677+00:00
15294,33577,3271,0,2026-05-05 01:52:31.996677+00:00
15295,33582,3710,-1,2026-05-05 01:52:31.996677+00:00
15296,33584,3710,0,2026-05-05 01:52:31.996677+00:00
15297,33585,5646,0,2026-05-05 01:52:31.996677+00:00
15298,33587,3367,0,2026-05-05 01:52:31.996677+00:00
15299,33589,5717,0,2026-05-05 01:52:31.996677+00:00
15300,33589,3710,0,2026-05-05 01:52:31.996677+00:00
15301,33592,3209,0,2026-05-05 01:52:31.996677+00:00
15302,33594,3367,0,2026-05-05 01:52:31.996677+00:00
15303,33594,3209,0,2026-05-05 01:52:31.996677+00:00
15304,33597,3710,0,2026-05-05 01:52:31.996677+00:00
15305,33598,3710,1,2026-05-05 01:52:31.996677+00:00
15306,33599,3710,-1,2026-05-05 01:52:31.996677+00:00
15307,33600,3710,1,2026-05-05 01:52:31.996677+00:00
15308,33600,3367,1,2026-05-05 01:52:31.996677+00:00
15309,33601,5717,0,2026-05-05 01:52:31.996677+00:00
15310,33602,3367,1,2026-05-05 01:52:31.996677+00:00
15311,33603,3367,0,2026-05-05 01:52:31.996677+00:00
15312,33607,5715,0,2026-05-05 01:52:31.996677+00:00
15313,33609,5595,0,2026-05-05 01:52:31.996677+00:00
15314,33611,3367,0,2026-05-05 01:52:31.996677+00:00
15315,33614,3367,0,2026-05-05 01:52:31.996677+00:00
15316,33617,3710,0,2026-05-05 01:52:31.996677+00:00
15317,33622,3367,0,2026-05-05 01:52:31.996677+00:00
15318,33623,3367,1,2026-05-05 01:52:31.996677+00:00
15319,33624,3710,0,2026-05-05 01:52:31.996677+00:00
15320,33626,3367,0,2026-05-05 01:52:31.996677+00:00
15321,33632,3710,1,2026-05-05 01:52:31.996677+00:00
15322,33632,3367,1,2026-05-05 01:52:31.996677+00:00
15323,33633,5717,0,2026-05-05 01:52:31.996677+00:00
15324,33635,3710,-1,2026-05-05 01:52:31.996677+00:00
15325,33636,3271,0,2026-05-05 01:52:31.996677+00:00
15326,33637,3367,0,2026-05-05 01:52:31.996677+00:00
15327,33638,5717,0,2026-05-05 01:52:31.996677+00:00
15328,33640,3710,0,2026-05-05 01:52:31.996677+00:00
15329,33641,3710,0,2026-05-05 01:52:31.996677+00:00
15330,33643,3367,0,2026-05-05 01:52:31.996677+00:00
15331,33643,3710,0,2026-05-05 01:52:31.996677+00:00
15332,33644,3710,-1,2026-05-05 01:52:31.996677+00:00
15333,33646,3710,1,2026-05-05 01:52:31.996677+00:00
15334,33647,5717,0,2026-05-05 01:52:31.996677+00:00
15335,33649,3710,1,2026-05-05 01:52:31.996677+00:00
15336,33649,5656,1,2026-05-05 01:52:31.996677+00:00
15337,33650,5646,0,2026-05-05 01:52:31.996677+00:00
15338,33652,3710,0,2026-05-05 01:52:31.996677+00:00
15339,33653,3608,-1,2026-05-05 01:52:31.996677+00:00
15340,33655,3710,0,2026-05-05 01:52:31.996677+00:00
15341,33665,3367,1,2026-05-05 01:52:31.996677+00:00
15342,33665,3710,1,2026-05-05 01:52:31.996677+00:00
15343,33667,3710,0,2026-05-05 01:52:31.996677+00:00
15344,33669,3271,1,2026-05-05 01:52:31.996677+00:00
15345,33672,3710,-1,2026-05-05 01:52:31.996677+00:00
15346,33674,3367,1,2026-05-05 01:52:31.996677+00:00
15347,33679,3367,0,2026-05-05 01:52:31.996677+00:00
15348,33680,3710,1,2026-05-05 01:52:31.996677+00:00
15349,33681,3710,-1,2026-05-05 01:52:31.996677+00:00
15350,33682,3710,0,2026-05-05 01:52:31.996677+00:00
15351,33683,3710,0,2026-05-05 01:52:31.996677+00:00
15352,33684,3710,0,2026-05-05 01:52:31.996677+00:00
15353,33692,3710,-1,2026-05-05 01:52:31.996677+00:00
15354,33693,3710,0,2026-05-05 01:52:31.996677+00:00
15355,33694,3710,0,2026-05-05 01:52:31.996677+00:00
15356,33695,3367,0,2026-05-05 01:52:31.996677+00:00
15357,33700,3710,0,2026-05-05 01:52:31.996677+00:00
15358,33706,3710,1,2026-05-05 01:52:31.996677+00:00
15359,33706,3367,1,2026-05-05 01:52:31.996677+00:00
15360,33713,5717,0,2026-05-05 01:52:31.996677+00:00
15361,33723,3710,1,2026-05-05 01:52:31.996677+00:00
15362,33726,3710,0,2026-05-05 01:52:31.996677+00:00
15363,33726,3367,0,2026-05-05 01:52:31.996677+00:00
15364,33727,5717,0,2026-05-05 01:52:31.996677+00:00
15365,33727,3710,0,2026-05-05 01:52:31.996677+00:00
15366,33727,3367,0,2026-05-05 01:52:31.996677+00:00
15367,33728,3710,0,2026-05-05 01:52:31.996677+00:00
15368,33728,3367,0,2026-05-05 01:52:31.996677+00:00
15369,33731,3367,0,2026-05-05 01:52:31.996677+00:00
15370,33731,3710,0,2026-05-05 01:52:31.996677+00:00
15371,33736,5591,0,2026-05-05 01:52:31.996677+00:00
15372,33739,3367,1,2026-05-05 01:52:31.996677+00:00
15373,33742,3710,0,2026-05-05 01:52:31.996677+00:00
15374,33742,3367,0,2026-05-05 01:52:31.996677+00:00
15375,33753,3710,0,2026-05-05 01:52:31.996677+00:00
15376,33758,3367,0,2026-05-05 01:52:31.996677+00:00
15377,33758,3719,0,2026-05-05 01:52:31.996677+00:00
15378,33758,3710,0,2026-05-05 01:52:31.996677+00:00
15379,33764,5717,0,2026-05-05 01:52:31.996677+00:00
15380,33795,3710,0,2026-05-05 01:52:31.996677+00:00
15381,33795,3367,0,2026-05-05 01:52:31.996677+00:00
15382,33826,3710,0,2026-05-05 01:52:31.996677+00:00
15383,33828,3710,0,2026-05-05 01:52:31.996677+00:00
15384,33835,5717,1,2026-05-05 01:52:31.996677+00:00
15385,33840,3710,0,2026-05-05 01:52:31.996677+00:00
15386,33844,3710,0,2026-05-05 01:52:31.996677+00:00
15387,33844,3367,0,2026-05-05 01:52:31.996677+00:00
15388,33849,5646,0,2026-05-05 01:52:31.996677+00:00
